# BLASTN 2.2.28+
# Query: S17
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S33	pRSF-1b	100.00	32	0	0	1	32	2277	2246	5e-15	63.9	32	3669	32
# BLASTN 2.2.28+
# Query: S36
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S36	pRSF-1b	100.00	32	0	0	1	32	3266	3235	5e-15	63.9	32	3669	32
# BLASTN 2.2.28+
# Query: S30
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S30	pRSF-1b	100.00	32	0	0	1	32	2140	2171	5e-15	63.9	32	3669	32
# BLASTN 2.2.28+
# Query: S13
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S13	pRSF-1b	100.00	32	0	0	1	32	1140	1171	5e-15	63.9	32	3669	32
# BLASTN 2.2.28+
# Query: S29
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S29	pRSF-1b	100.00	32	0	0	1	32	2090	2121	5e-15	63.9	32	3669	32
# BLASTN 2.2.28+
# Query: S8
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S8	pRSF-1b	100.00	32	0	0	1	32	469	500	5e-15	63.9	32	3669	32
# BLASTN 2.2.28+
# Query: S34
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S34	pRSF-1b	100.00	33	0	0	1	33	2319	2351	1e-15	65.9	33	3669	33
# BLASTN 2.2.28+
# Query: S4
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S4	pRSF-1b	100.00	32	0	0	1	32	210	241	5e-15	63.9	32	3669	32
# BLASTN 2.2.28+
# Query: S26
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S26	pRSF-1b	100.00	32	0	0	1	32	1723	1754	5e-15	63.9	32	3669	32
# BLASTN 2.2.28+
# Query: S28
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S28	pRSF-1b	100.00	32	0	0	1	32	1959	1928	5e-15	63.9	32	3669	32
# BLASTN 2.2.28+
# Query: S16
# Database: pRSF-1b.fna
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, BTOP
# 1 hits found
S16	pRSF-1b	100.00	32	0	0	1	32	1205	1174	5e-15	63.9	32	3669	32
# BLAST processed 52 queries
